82,F31,34.323185,0.059505,0.002169,0.001300,829.0
83,F22,28.503857,0.037545,0.002484,0.001721,817.0
84,F105,35.138629,0.052303,0.002370,0.001212,816.0
85,F15,35.310692,0.056048,0.002308,0.001271,815.0
86,F103,42.387272,0.068829,0.002262,0.000702,815.0
87,F233,29.440505,0.048743,0.002098,0.001981,814.0
88,F91,32.746115,0.037182,0.002468,0.001617,809.0
89,F102,24.641943,0.025934,0.002291,0.002619,808.0
90,F212,45.718122,0.063081,0.002343,0.000854,796.0
91,F29,38.469023,0.058825,0.002192,0.001433,794.0
92,F154,44.595395,0.068743,0.002049,0.001421,791.0
93,F30,25.966747,0.040874,0.002343,0.002111,790.0
94,F194,33.085789,0.048526,0.002216,0.001821,783.0
95,F65,44.854490,0.056128,0.002022,0.001748,778.0
96,F235,31.663495,0.048668,0.002444,0.001638,777.0
97,F176,26.887997,0.029815,0.002296,0.002672,777.0
98,F178,28.804543,0.044185,0.002406,0.001949,775.0
99,F115,36.076956,0.041133,0.002555,0.001643,765.0
100,F56,36.228655,0.070897,0.002293,0.001326,765.0
101,F81,36.280699,0.050959,0.002354,0.001568,762.0
102,F121,56.833143,0.080397,0.002191,0.000879,762.0
103,F199,33.513411,0.041141,0.002089,0.002661,761.0
104,F286,42.777178,0.057817,0.002346,0.001405,759.0
105,F254,37.786466,0.047768,0.002671,0.001407,757.0
106,F72,54.070600,0.078770,0.002068,0.001345,753.0
107,F245,52.643008,0.059687,0.001846,0.001971,751.0
108,F163,40.063275,0.060959,0.002095,0.001856,749.0
109,F44,43.729508,0.056539,0.002203,0.001664,744.0
110,F173,22.703028,0.035502,0.002608,0.002617,742.0
111,F195,29.599508,0.040480,0.002626,0.002007,741.0
112,F159,30.644680,0.053573,0.002562,0.001666,739.0
113,F118,31.655103,0.046514,0.002029,0.003521,738.0
114,F280,24.995163,0.045086,0.002298,0.002812,736.0
115,F262,47.676823,0.067785,0.002057,0.001704,735.0
116,F35,40.913170,0.057271,0.002331,0.001663,733.0
117,F201,32.379434,0.051779,0.002705,0.001542,733.0
118,F4,43.427030,0.064243,0.002599,0.001179,733.0
119,F210,30.415713,0.040485,0.002459,0.002382,730.0
120,F248,56.078616,0.082290,0.002052,0.001536,720.0
121,F108,41.157621,0.054798,0.002685,0.001562,698.0
122,F25,42.039801,0.052392,0.002213,0.002204,687.0
123,F147,52.474788,0.064081,0.002196,0.001766,687.0
124,F114,63.749552,0.080922,0.002344,0.001170,681.0
125,F110,41.442816,0.047710,0.002436,0.002154,679.0
126,F8,32.337334,0.047028,0.002348,0.002778,678.0
127,F224,34.132766,0.058488,0.002337,0.002192,676.0
128,F241,59.882907,0.085660,0.002206,0.001416,674.0
129,F278,33.285610,0.044599,0.002531,0.002519,673.0
130,F54,45.303423,0.062672,0.002179,0.002054,673.0
131,F272,61.515612,0.078871,0.002084,0.001698,673.0
132,F97,55.057426,0.073642,0.002682,0.001126,671.0
133,F287,38.664495,0.058710,0.002579,0.001857,668.0
134,F145,35.890666,0.064758,0.002679,0.001649,668.0
135,F136,64.281808,0.086882,0.002138,0.001429,667.0
136,F82,29.540154,0.048312,0.002348,0.003443,667.0
137,F237,56.685390,0.087070,0.002239,0.001445,663.0
138,F295,43.537687,0.057749,0.002087,0.003132,656.0
139,F112,43.049485,0.064327,0.002493,0.001856,651.0
140,F197,28.812693,0.044287,0.002754,0.003035,644.0
141,F19,63.359528,0.089810,0.002115,0.001592,644.0
142,F246,35.788179,0.059551,0.002500,0.002180,642.0
143,F170,49.468219,0.070696,0.002709,0.001435,641.0
144,F100,51.792955,0.084075,0.002041,0.002188,641.0
145,F96,44.340338,0.059243,0.002501,0.002039,630.0
146,F260,71.484547,0.099590,0.002433,0.001057,628.0
147,F261,50.987874,0.060801,0.002217,0.002540,613.0
148,F183,32.883709,0.052018,0.002652,0.002925,605.0
149,F177,46.215405,0.073056,0.002212,0.002472,604.0
150,F33,45.227154,0.071014,0.002566,0.001933,604.0
151,F269,41.265918,0.054979,0.002785,0.002177,602.0
152,F95,54.613098,0.071420,0.002583,0.001814,592.0
153,F206,92.118289,0.126566,0.002258,0.001144,590.0
154,F62,75.301410,0.084896,0.002842,0.001143,587.0
155,F171,38.850366,0.049069,0.002559,0.003608,583.0
156,F221,43.006730,0.057175,0.002606,0.002636,582.0
157,F213,31.769560,0.065406,0.002855,0.002475,582.0
158,F83,47.391964,0.088715,0.002459,0.001946,579.0
159,F196,49.294008,0.068906,0.002322,0.002617,577.0
160,F223,39.559603,0.048954,0.002659,0.003282,574.0
161,F284,50.873666,0.048643,0.002922,0.002353,572.0
162,F106,60.027411,0.083505,0.002194,0.002244,570.0
163,F73,75.852286,0.088226,0.002838,0.001222,567.0
164,F236,75.020117,0.096242,0.002141,0.001861,565.0
165,F129,61.507085,0.093727,0.002530,0.001694,553.0
166,F135,55.719191,0.089993,0.002838,0.001598,549.0
167,F70,51.947992,0.068426,0.002593,0.002384,549.0
168,F167,53.471354,0.084845,0.002191,0.002942,544.0
169,F51,75.502758,0.098447,0.001898,0.002809,542.0
170,F36,52.374013,0.073311,0.002341,0.002863,540.0
171,F294,57.211628,0.101441,0.002337,0.002033,535.0
172,F239,79.371297,0.108666,0.002620,0.001341,531.0
173,F53,51.222456,0.068677,0.002990,0.002149,528.0
174,F211,57.695797,0.073235,0.002131,0.003978,527.0
175,F207,60.658580,0.090164,0.002255,0.002479,525.0
176,F39,61.112720,0.084444,0.002482,0.002176,525.0
177,F277,74.763092,0.109182,0.002283,0.001894,517.0
178,F119,58.429021,0.075598,0.003063,0.001894,512.0
179,F181,81.083483,0.096757,0.002335,0.001971,508.0
180,F200,48.701694,0.068735,0.002490,0.003660,508.0
181,F243,96.324490,0.115860,0.002768,0.001180,505.0
182,F253,56.126747,0.085836,0.002559,0.002424,504.0
183,F217,46.096784,0.064156,0.002759,0.003172,499.0
184,F16,45.811876,0.066275,0.002620,0.003790,495.0
185,F155,56.458543,0.072256,0.002974,0.002290,489.0
186,F6,83.110474,0.118846,0.002486,0.001696,482.0
187,F276,45.695560,0.069497,0.002739,0.003559,478.0
188,F21,72.492733,0.108326,0.002670,0.001834,468.0
189,F34,66.680086,0.099287,0.003557,0.001589,466.0
190,F50,45.045031,0.060546,0.003074,0.003971,464.0
191,F204,89.068833,0.123615,0.002654,0.001610,463.0
192,F148,70.052601,0.093871,0.002273,0.003075,460.0
193,F7,89.849195,0.130656,0.004878,0.001018,460.0
194,F293,78.697090,0.105342,0.002614,0.001920,457.0
195,F122,61.573079,0.075799,0.002889,0.002605,455.0
196,F190,78.079484,0.093602,0.003832,0.001576,453.0
197,F117,69.276234,0.098818,0.002501,0.002474,450.0
198,F130,56.989390,0.080230,0.003021,0.002572,450.0
199,F107,64.686814,0.087606,0.002891,0.002183,450.0
